"path","size_bytes","sha256","source_filename","imported_at_utc","provenance_status"
"results/m1.1/reference/oracle-progress-report.docx","16953","95edab2591da69f62e9d92b9307f8a4e2a1356abf6d9713722b604ea9a2b9c39","BÁO CÁO TIẾN ĐỘ ORACLE STUDY.docx","2026-09-25T16:45:04.6408804Z","REPORT_ONLY_NOT_REPRODUCED"
